user_id,role,department,plan,tenure_months,logins_last_30d,session_length_min,patients_documented,features_adopted,ttfv_days,support_tickets,nps_score,adopted_patient_timeline,adopted_e_prescribing,adopted_care_gap_alerts,adopted_secure_messaging,adopted_lab_viewer,adopted_referral_tracker,adopted_voice_notes,adopted_analytics_dashboard,depth_patient_timeline,depth_e_prescribing,depth_care_gap_alerts,depth_secure_messaging,depth_voice_notes,depth_analytics_dashboard,cohort_month,power_user
CF00457,Nurse Practitioner,Oncology,Professional,10,12,5.6,55,3,9,0,28,1,0,0,0,1,0,0,1,3.1,0.0,0.0,0.0,0.0,2.7,2023-11-27,0
CF00458,Care Coordinator,Emergency,Starter,4,7,11.8,14,4,6,0,60,1,1,0,0,1,0,1,0,10.0,7.2,0.0,0.0,6.8,0.0,2024-05-25,1
CF00459,Nurse Practitioner,Cardiology,Starter,7,11,6.2,63,4,5,3,65,1,1,0,1,0,1,0,0,5.5,6.5,0.0,4.3,0.0,0.0,2023-10-28,0
CF00460,Nurse Practitioner,Primary Care,Enterprise,3,11,18.5,89,4,2,1,48,1,1,1,0,1,0,0,0,5.7,9.4,6.6,0.0,0.0,0.0,2023-05-01,0
CF00461,Care Coordinator,Emergency,Starter,9,5,13.0,34,3,5,1,32,1,1,0,0,1,0,0,0,6.4,6.8,0.0,0.0,0.0,0.0,2023-10-28,0
CF00462,Nurse Practitioner,Oncology,Starter,17,16,2.8,2,5,1,0,44,1,1,1,1,1,0,0,0,5.2,9.2,8.0,1.6,0.0,0.0,2023-08-29,0
CF00463,Physician,Primary Care,Enterprise,7,13,22.2,58,7,2,1,55,1,1,1,1,1,1,1,0,10.0,7.8,4.0,4.6,5.8,0.0,2023-04-01,1
CF00464,Registered Nurse,Oncology,Starter,2,20,18.4,38,6,2,0,67,1,0,1,1,1,1,0,1,8.1,0.0,4.5,8.4,0.0,3.4,2024-04-25,1
CF00465,Nurse Practitioner,Primary Care,Starter,11,4,6.0,49,4,6,0,25,1,1,1,0,1,0,0,0,9.0,0.0,1.1,0.0,0.0,0.0,2023-09-28,0
CF00466,Registered Nurse,Pediatrics,Enterprise,10,20,18.8,48,6,1,0,47,1,1,1,0,1,1,0,1,9.8,6.0,10.0,0.0,0.0,2.9,2024-01-26,1
CF00467,Care Coordinator,Pediatrics,Starter,3,6,18.1,10,4,1,3,35,1,0,1,1,1,0,0,0,10.0,0.0,0.2,5.7,0.0,0.0,2023-11-27,0
CF00468,Nurse Practitioner,Oncology,Enterprise,19,18,16.3,52,5,10,2,83,1,1,1,1,0,0,0,1,2.1,5.4,6.3,10.0,0.0,6.8,2024-02-25,1
CF00469,Care Coordinator,Cardiology,Enterprise,20,12,22.9,36,7,3,1,87,1,1,1,1,0,1,1,1,9.5,6.5,2.6,3.5,1.4,3.5,2024-05-25,1
CF00470,Physician,Emergency,Enterprise,2,18,19.1,91,7,9,0,88,1,1,1,1,1,1,1,0,8.0,5.8,6.6,9.5,9.1,0.0,2024-05-25,1
CF00471,Nurse Practitioner,Oncology,Starter,30,11,20.1,20,5,2,1,9,1,0,0,1,0,1,1,1,7.2,0.0,0.0,2.5,6.1,5.1,2024-04-25,1
CF00472,Registered Nurse,Emergency,Starter,3,9,15.0,21,5,6,1,87,1,0,1,1,1,0,1,0,9.9,0.0,7.0,1.9,5.2,0.0,2023-03-02,1
CF00473,Nurse Practitioner,Cardiology,Professional,9,17,15.0,44,4,4,1,-11,1,0,0,1,0,0,1,1,8.8,0.0,0.0,3.8,2.3,5.8,2023-11-27,0
CF00474,Nurse Practitioner,Cardiology,Enterprise,12,25,20.9,29,6,4,0,60,0,1,1,1,1,1,0,1,0.0,10.0,8.2,8.9,0.0,8.2,2023-04-01,1
CF00475,Care Coordinator,Cardiology,Starter,20,9,18.5,25,5,2,2,42,1,0,0,1,1,1,0,1,7.6,0.0,0.0,7.1,0.0,3.9,2023-06-30,0
CF00476,Care Coordinator,Pediatrics,Starter,2,16,15.4,32,3,2,0,43,1,1,0,0,1,0,0,0,6.6,3.8,0.0,0.0,0.0,0.0,2024-02-25,0
CF00477,Nurse Practitioner,Oncology,Starter,6,12,11.4,24,5,1,0,93,0,1,1,1,1,1,0,0,0.0,4.7,3.5,7.5,0.0,0.0,2023-03-02,0
CF00478,Nurse Practitioner,Emergency,Starter,13,11,9.4,29,3,4,1,68,1,0,1,1,0,0,0,0,1.9,0.0,3.5,4.6,0.0,0.0,2023-10-28,0
CF00479,Physician,Emergency,Professional,12,25,13.8,70,5,4,1,75,0,1,0,1,0,1,1,1,0.0,5.5,0.0,10.0,9.8,5.1,2024-03-26,1
CF00480,Physician,Emergency,Professional,7,4,12.6,53,3,2,3,34,1,0,0,0,1,0,0,1,7.7,0.0,0.0,0.0,0.0,1.7,2023-01-01,0
CF00481,Physician,Primary Care,Professional,5,11,17.1,17,6,4,3,100,1,0,1,1,0,1,1,1,8.9,0.0,7.5,8.0,9.9,7.0,2023-07-30,1
CF00482,Nurse Practitioner,Pediatrics,Starter,4,2,14.9,26,5,8,1,20,1,0,1,1,1,0,0,1,8.0,0.0,0.4,3.1,0.0,4.9,2023-03-02,0
CF00483,Registered Nurse,Pediatrics,Starter,2,10,13.4,50,3,3,0,57,1,0,1,0,0,0,0,1,1.9,0.0,5.2,0.0,0.0,7.4,2024-02-25,1
CF00484,Nurse Practitioner,Cardiology,Starter,1,10,13.9,21,3,15,1,76,1,0,0,0,1,1,0,0,8.7,0.0,0.0,0.0,0.0,0.0,2023-07-30,0
CF00485,Nurse Practitioner,Pediatrics,Starter,14,30,14.9,36,5,4,2,58,1,1,1,1,0,1,0,0,6.9,8.2,1.1,8.2,0.0,0.0,2023-09-28,1
CF00486,Nurse Practitioner,Pediatrics,Starter,10,13,23.0,34,7,4,1,51,1,1,1,1,1,1,1,0,5.1,6.1,7.9,2.3,7.0,0.0,2023-10-28,1
CF00487,Nurse Practitioner,Oncology,Enterprise,12,26,24.9,65,6,9,0,74,1,1,0,1,1,1,1,0,9.9,10.0,0.0,8.7,10.0,0.0,2023-01-01,1
CF00488,Registered Nurse,Oncology,Starter,19,18,10.6,31,7,8,2,21,1,1,1,1,1,1,0,1,6.9,5.9,5.4,9.1,0.0,0.0,2023-10-28,1
CF00489,Registered Nurse,Cardiology,Starter,2,9,16.4,32,5,3,1,59,1,1,1,0,1,0,1,0,10.0,5.4,6.1,0.0,6.3,0.0,2023-01-01,0
CF00490,Nurse Practitioner,Cardiology,Professional,3,17,14.0,27,4,1,0,51,1,0,0,1,0,0,1,1,9.9,0.0,0.0,9.9,7.5,3.3,2023-08-29,1
CF00491,Physician,Cardiology,Enterprise,9,26,17.4,62,6,2,2,81,1,0,1,1,1,0,1,1,4.9,0.0,6.4,10.0,2.8,5.9,2023-06-30,1
CF00492,Registered Nurse,Primary Care,Professional,6,15,14.5,25,6,3,1,46,1,1,1,1,1,0,0,1,9.2,0.7,7.1,5.9,0.0,2.4,2023-05-31,1
CF00493,Nurse Practitioner,Primary Care,Professional,12,15,12.3,80,5,3,1,72,1,1,1,0,1,0,0,1,7.3,6.8,8.9,0.0,0.0,2.4,2023-11-27,1
CF00494,Care Coordinator,Pediatrics,Starter,2,14,6.1,34,3,1,1,20,1,0,0,1,0,0,0,1,6.9,0.0,0.0,5.2,0.0,6.4,2023-12-27,1
CF00495,Physician,Cardiology,Professional,5,7,1.7,40,6,4,0,72,1,1,1,0,1,1,1,0,6.9,4.4,9.4,0.0,9.4,0.0,2023-01-01,1
CF00496,Registered Nurse,Cardiology,Starter,3,7,15.1,51,6,1,1,68,1,1,1,1,1,1,0,0,9.5,3.9,5.8,5.9,0.0,0.0,2024-02-25,1
CF00497,Physician,Pediatrics,Enterprise,2,19,24.7,53,6,2,1,35,1,0,1,1,1,1,1,0,5.6,0.0,1.5,6.2,6.8,0.0,2024-02-25,1
CF00498,Nurse Practitioner,Oncology,Enterprise,11,20,12.7,56,4,7,0,41,0,0,1,1,1,0,1,0,0.0,0.0,3.7,10.0,6.4,0.0,2023-11-27,0
CF00499,Physician,Primary Care,Professional,2,10,18.8,43,6,14,1,22,1,1,0,1,0,1,1,1,3.5,5.7,0.0,6.8,5.5,6.0,2023-06-30,1
CF00500,Nurse Practitioner,Cardiology,Enterprise,9,16,15.7,40,5,1,3,54,1,0,1,1,1,1,0,0,8.4,0.0,8.1,5.7,0.0,0.0,2023-08-29,1
CF00501,Registered Nurse,Emergency,Professional,19,14,17.5,26,4,2,3,5,1,1,1,0,0,1,0,0,4.2,3.4,8.9,0.0,0.0,0.0,2023-04-01,0
CF00502,Registered Nurse,Cardiology,Professional,28,14,11.2,30,5,17,0,46,1,1,1,0,0,1,1,0,4.2,10.0,5.0,0.0,3.1,0.0,2023-12-27,1
CF00503,Nurse Practitioner,Emergency,Starter,6,15,12.6,58,5,2,0,26,1,1,0,1,1,0,1,0,6.9,4.2,0.0,6.2,1.1,0.0,2023-09-28,1
CF00504,Care Coordinator,Oncology,Starter,11,12,13.3,22,3,7,0,48,1,0,1,1,0,0,0,0,4.2,0.0,5.7,7.8,0.0,0.0,2024-02-25,0
CF00505,Nurse Practitioner,Primary Care,Starter,13,12,1.0,26,4,3,1,39,1,1,0,1,0,1,0,0,9.7,2.4,0.0,8.1,0.0,0.0,2023-12-27,1
CF00506,Nurse Practitioner,Primary Care,Enterprise,2,10,19.1,45,6,9,0,100,1,1,1,1,0,1,0,1,4.9,5.3,8.2,3.6,0.0,8.2,2024-01-26,1
CF00507,Nurse Practitioner,Primary Care,Enterprise,4,12,17.1,69,7,11,0,72,1,0,1,1,1,1,1,1,10.0,0.0,8.4,3.3,2.0,3.8,2024-05-25,1
CF00508,Physician,Pediatrics,Enterprise,3,19,3.5,95,7,1,2,63,1,1,1,1,1,0,1,1,9.6,5.7,6.0,3.7,9.0,2.7,2024-05-25,1
CF00509,Physician,Emergency,Enterprise,28,10,21.6,36,5,6,0,68,1,0,1,0,1,1,1,0,7.8,0.0,0.3,0.0,9.6,0.0,2024-04-25,0
CF00510,Care Coordinator,Primary Care,Enterprise,5,19,17.7,66,5,8,1,80,1,1,1,1,0,1,0,0,9.2,0.8,5.4,9.8,0.0,0.0,2023-11-27,1
CF00511,Care Coordinator,Emergency,Professional,1,11,17.1,47,4,1,2,57,1,1,1,0,0,1,0,0,7.8,9.4,0.0,0.0,0.0,0.0,2023-08-29,1
CF00512,Physician,Primary Care,Professional,10,10,18.0,38,3,30,1,38,1,0,0,0,1,0,1,0,10.0,0.0,0.0,0.0,6.6,0.0,2023-06-30,1
CF00513,Care Coordinator,Cardiology,Starter,23,15,11.5,45,3,1,1,65,1,1,0,1,0,0,0,0,8.2,7.7,0.0,4.2,0.0,0.0,2023-11-27,1
CF00514,Registered Nurse,Emergency,Professional,36,11,9.6,18,2,2,1,65,0,0,0,1,1,0,0,0,0.0,0.0,0.0,5.2,0.0,0.0,2023-03-02,0
CF00515,Nurse Practitioner,Pediatrics,Starter,36,7,11.3,52,3,5,0,-4,1,0,0,1,0,1,0,0,7.9,0.0,0.0,8.0,0.0,0.0,2023-03-02,0
CF00516,Physician,Cardiology,Enterprise,25,14,15.4,59,5,10,0,41,1,0,1,1,1,1,0,0,6.8,0.0,10.0,7.7,0.0,0.0,2023-10-28,0
CF00517,Care Coordinator,Cardiology,Enterprise,16,18,30.7,34,4,1,1,64,1,1,1,0,0,1,0,0,7.4,10.0,3.9,0.0,0.0,0.0,2024-02-25,1
CF00518,Physician,Primary Care,Starter,13,25,24.6,67,3,5,1,76,1,0,1,1,0,0,0,0,5.6,0.0,6.5,8.8,0.0,0.0,2023-10-28,1
CF00519,Care Coordinator,Oncology,Professional,10,4,13.0,62,4,3,2,73,1,0,0,1,0,0,1,1,6.0,0.0,0.0,5.1,4.8,7.6,2023-07-30,1
CF00520,Nurse Practitioner,Oncology,Enterprise,3,17,15.5,78,5,3,0,62,1,1,1,1,1,0,0,0,9.7,10.0,4.8,5.4,0.0,0.0,2023-03-02,1
CF00521,Care Coordinator,Primary Care,Starter,3,10,15.7,5,5,14,1,48,1,0,1,1,1,1,0,0,6.9,0.0,4.1,5.3,0.0,0.0,2024-03-26,0
CF00522,Physician,Emergency,Professional,2,19,19.1,39,3,1,0,67,1,0,0,1,0,1,0,0,9.2,0.0,0.0,5.0,0.0,0.0,2023-04-01,0
CF00523,Nurse Practitioner,Emergency,Professional,15,13,11.8,34,4,4,2,50,1,1,1,0,1,0,0,0,6.6,3.9,6.6,0.0,0.0,0.0,2023-05-01,1
CF00524,Nurse Practitioner,Primary Care,Professional,30,2,10.0,57,3,2,0,72,1,0,0,0,0,1,1,0,7.1,0.0,0.0,0.0,0.0,0.0,2023-03-02,0
CF00525,Care Coordinator,Primary Care,Enterprise,4,24,29.1,82,5,1,2,37,1,1,1,0,0,1,1,0,6.4,8.0,6.2,0.0,2.3,0.0,2023-03-02,1
CF00526,Physician,Primary Care,Professional,6,9,22.0,5,2,2,0,65,1,0,1,0,0,0,0,0,10.0,0.0,7.7,0.0,0.0,0.0,2023-07-30,0
CF00527,Registered Nurse,Primary Care,Starter,13,11,4.8,35,5,4,0,19,1,1,1,0,1,0,1,0,10.0,3.0,5.0,0.0,0.7,0.0,2024-03-26,0
CF00528,Physician,Primary Care,Professional,1,8,5.6,42,6,4,0,38,1,1,1,1,1,0,0,1,7.1,8.3,4.2,6.5,0.0,5.1,2024-05-25,1
CF00529,Physician,Emergency,Professional,4,9,11.0,65,5,3,1,50,1,1,1,1,0,1,0,0,9.5,4.5,7.0,7.3,0.0,0.0,2023-01-01,0
CF00530,Physician,Cardiology,Starter,8,9,15.1,34,3,12,2,68,1,1,0,0,0,0,1,0,3.5,2.1,0.0,0.0,9.1,0.0,2024-05-25,0
CF00531,Physician,Oncology,Starter,28,16,17.0,8,1,6,1,-10,1,0,0,0,0,0,0,0,3.9,0.0,0.0,0.0,0.0,0.0,2023-07-30,0
CF00532,Nurse Practitioner,Emergency,Starter,1,16,11.9,31,4,5,1,66,1,0,1,1,0,0,1,0,8.8,0.0,2.6,9.3,2.6,0.0,2023-10-28,0
CF00533,Care Coordinator,Emergency,Starter,3,8,4.4,13,5,1,0,22,1,1,1,1,1,0,0,0,2.7,5.5,5.4,9.1,0.0,0.0,2023-09-28,1
CF00534,Care Coordinator,Oncology,Starter,2,14,15.1,19,3,8,0,43,1,0,0,1,0,1,0,0,10.0,0.0,0.0,4.2,0.0,0.0,2024-01-26,0
CF00535,Physician,Emergency,Professional,18,13,19.3,45,5,5,1,88,1,0,1,0,1,1,1,0,9.8,0.0,2.4,0.0,1.1,0.0,2023-01-01,1
CF00536,Physician,Primary Care,Enterprise,14,18,17.8,45,5,4,0,44,1,1,1,1,0,1,0,0,10.0,6.2,10.0,5.2,0.0,0.0,2023-03-02,0
CF00537,Physician,Emergency,Professional,19,15,13.0,50,5,4,0,-2,1,1,0,1,1,0,0,1,7.1,4.7,0.0,6.7,0.0,3.1,2023-03-02,0
CF00538,Care Coordinator,Cardiology,Professional,15,17,19.2,13,4,9,0,85,1,1,0,1,1,0,0,0,4.0,7.8,0.0,4.6,0.0,0.0,2024-02-25,0
CF00539,Nurse Practitioner,Primary Care,Professional,16,11,15.5,92,4,1,1,47,1,0,1,1,0,1,0,0,5.2,0.0,8.2,4.0,0.0,0.0,2023-03-02,1
CF00540,Registered Nurse,Primary Care,Professional,20,14,9.3,70,3,7,2,45,1,0,1,1,0,0,0,0,5.2,0.0,9.5,2.7,0.0,0.0,2023-09-28,0
CF00541,Care Coordinator,Emergency,Professional,2,15,16.4,59,6,8,2,63,1,0,0,1,1,1,1,1,9.4,0.0,0.0,5.8,5.4,3.4,2023-08-29,1
CF00542,Care Coordinator,Pediatrics,Starter,5,12,6.3,8,5,3,1,18,1,1,1,0,1,0,0,1,4.5,1.8,3.8,0.0,0.0,6.2,2023-06-30,0
CF00543,Care Coordinator,Primary Care,Enterprise,33,13,23.4,10,4,1,1,35,1,1,1,0,1,0,0,0,5.6,4.8,7.1,0.0,0.0,0.0,2024-02-25,0
CF00544,Care Coordinator,Cardiology,Starter,2,20,16.6,17,4,10,0,10,1,1,1,1,0,0,0,0,10.0,6.9,4.0,7.9,0.0,0.0,2023-06-30,1
CF00545,Physician,Cardiology,Starter,11,9,8.0,30,5,2,1,41,1,0,1,1,1,0,1,0,4.0,0.0,4.9,8.5,0.0,0.0,2023-10-28,1
CF00546,Physician,Oncology,Professional,2,18,17.1,90,6,3,1,33,1,1,0,1,1,1,0,1,5.8,8.4,0.0,10.0,0.0,3.8,2023-05-31,1
CF00547,Nurse Practitioner,Oncology,Professional,2,15,23.1,71,3,2,1,47,1,1,0,1,0,0,0,0,10.0,7.9,0.0,9.2,0.0,0.0,2023-08-29,0
CF00548,Nurse Practitioner,Emergency,Professional,5,20,3.3,34,5,6,1,60,1,1,0,0,1,0,1,1,10.0,0.5,0.0,0.0,5.2,2.3,2023-06-30,1
CF00549,Physician,Primary Care,Starter,15,1,13.0,59,3,6,3,24,1,1,0,0,1,0,0,0,3.0,9.4,0.0,0.0,0.0,0.0,2023-10-28,0
CF00550,Nurse Practitioner,Oncology,Enterprise,17,28,27.4,80,7,9,1,48,1,1,1,1,1,0,1,1,1.7,5.6,7.5,6.5,10.0,2.2,2024-03-26,1
CF00551,Care Coordinator,Primary Care,Professional,5,13,6.8,45,2,2,0,55,1,1,0,0,0,0,0,0,5.6,6.4,0.0,0.0,0.0,0.0,2023-12-27,0
CF00552,Physician,Pediatrics,Enterprise,24,11,16.8,79,5,3,0,20,1,1,1,1,0,0,1,0,8.2,4.9,10.0,3.7,6.4,0.0,2023-01-01,0
CF00553,Physician,Emergency,Professional,16,15,7.5,51,5,5,0,86,1,1,0,1,1,1,0,0,7.2,3.7,0.0,10.0,0.0,0.0,2023-01-31,1
CF00554,Physician,Pediatrics,Starter,28,23,13.4,21,4,1,0,81,1,0,0,1,0,1,1,0,5.7,0.0,0.0,4.1,3.0,0.0,2023-04-01,1
CF00555,Physician,Emergency,Starter,16,14,1.0,10,6,1,3,40,1,1,1,1,1,0,1,0,3.9,7.2,5.4,7.8,1.1,0.0,2023-01-31,0
CF00556,Registered Nurse,Emergency,Professional,6,8,6.3,42,6,1,0,65,1,1,1,1,1,0,0,1,9.4,7.1,7.0,10.0,0.0,5.4,2023-12-27,0
CF00557,Physician,Cardiology,Professional,28,12,12.7,65,4,1,1,63,1,0,1,0,1,0,1,0,6.1,0.0,8.3,0.0,6.5,0.0,2024-04-25,1
CF00558,Physician,Pediatrics,Professional,7,21,16.6,17,6,3,0,17,1,0,1,1,1,1,1,0,5.7,0.0,6.2,5.2,4.4,0.0,2023-10-28,1
CF00559,Physician,Cardiology,Starter,17,4,16.0,2,3,13,0,27,1,0,0,1,0,1,0,0,7.1,0.0,0.0,7.4,0.0,0.0,2023-11-27,0
CF00560,Nurse Practitioner,Cardiology,Starter,9,10,16.3,46,3,1,1,45,0,1,0,0,0,1,1,0,0.0,7.5,0.0,0.0,4.2,0.0,2024-02-25,0
CF00561,Physician,Cardiology,Professional,20,13,22.5,0,3,3,0,37,1,0,0,0,0,0,1,1,7.8,0.0,0.0,0.0,7.4,0.0,2024-01-26,1
CF00562,Nurse Practitioner,Oncology,Starter,7,22,17.9,72,2,21,0,76,1,1,0,0,0,0,0,0,10.0,6.8,0.0,0.0,0.0,0.0,2023-05-31,0
CF00563,Physician,Oncology,Enterprise,1,16,22.1,46,6,6,1,64,1,0,0,1,1,1,1,1,6.9,0.0,0.0,5.5,5.9,7.5,2023-11-27,1
CF00564,Physician,Cardiology,Starter,29,18,8.1,49,5,4,0,48,1,1,1,1,1,0,0,0,8.6,8.7,1.1,8.4,0.0,0.0,2023-01-01,0
CF00565,Care Coordinator,Oncology,Enterprise,12,14,16.9,93,6,7,2,28,1,1,1,1,1,1,0,0,2.3,9.7,3.0,8.8,0.0,0.0,2023-01-31,1
CF00566,Physician,Cardiology,Enterprise,8,13,36.5,25,6,5,0,27,1,0,1,1,1,0,1,1,6.0,0.0,7.9,5.4,7.7,4.2,2023-07-30,1
CF00567,Care Coordinator,Pediatrics,Starter,1,16,27.1,13,3,1,1,28,1,0,0,1,0,0,1,0,7.0,0.0,0.0,6.6,0.3,0.0,2023-11-27,0
CF00568,Nurse Practitioner,Primary Care,Professional,36,17,20.7,90,5,10,1,77,1,1,0,1,1,0,0,1,5.6,3.6,0.0,8.9,0.0,4.0,2023-05-01,0
CF00569,Nurse Practitioner,Primary Care,Professional,14,6,20.2,39,4,3,0,20,0,1,1,1,1,0,0,0,0.0,6.0,8.9,3.6,0.0,0.0,2023-05-31,0
CF00570,Registered Nurse,Cardiology,Professional,28,18,21.6,42,5,4,1,44,1,1,1,0,0,1,1,0,6.0,5.1,2.0,0.0,10.0,0.0,2023-06-30,1
CF00571,Physician,Pediatrics,Enterprise,3,21,15.5,59,6,6,1,66,1,1,1,1,1,1,0,0,5.2,4.8,2.5,7.9,0.0,0.0,2024-05-25,0
CF00572,Registered Nurse,Cardiology,Enterprise,24,14,29.3,76,6,15,1,42,1,1,1,1,1,1,0,0,6.3,6.9,7.0,8.6,0.0,0.0,2023-01-31,0
CF00573,Registered Nurse,Pediatrics,Starter,16,12,11.6,62,6,4,0,22,1,1,1,1,1,0,1,0,7.3,6.3,8.6,8.1,3.8,0.0,2023-09-28,1
CF00574,Care Coordinator,Cardiology,Enterprise,35,19,17.3,57,6,3,1,46,1,1,1,0,1,1,0,1,8.6,5.1,8.6,0.0,0.0,4.3,2023-12-27,1
CF00575,Physician,Cardiology,Starter,2,9,26.6,28,5,4,3,15,1,1,1,1,0,1,0,0,4.4,1.8,2.7,6.2,0.0,0.0,2024-03-26,0
CF00576,Care Coordinator,Primary Care,Starter,13,8,1.6,34,7,3,0,-14,1,1,1,1,1,1,1,0,6.6,5.4,7.5,5.0,4.6,0.0,2023-10-28,1
CF00577,Care Coordinator,Emergency,Professional,28,11,17.9,51,4,1,2,14,1,1,0,1,1,0,0,0,5.4,6.5,0.0,7.2,0.0,0.0,2023-10-28,1
CF00578,Care Coordinator,Pediatrics,Starter,9,10,3.7,61,5,1,2,65,1,1,1,1,0,1,0,0,9.3,6.8,6.3,7.5,0.0,0.0,2023-01-01,0
CF00579,Physician,Pediatrics,Professional,16,8,12.0,47,4,10,0,15,1,0,1,0,0,1,0,1,10.0,0.0,0.0,0.0,0.0,5.8,2023-08-29,0
CF00580,Registered Nurse,Primary Care,Professional,3,14,15.3,82,5,8,0,69,1,1,0,0,1,1,0,1,7.9,3.2,0.0,0.0,0.0,6.6,2024-02-25,1
CF00581,Registered Nurse,Emergency,Professional,1,7,13.7,27,6,1,1,3,1,1,1,1,0,0,1,1,8.4,1.8,6.9,10.0,6.9,4.0,2023-01-31,1
CF00582,Physician,Oncology,Enterprise,4,18,18.8,65,6,1,0,49,1,1,1,1,1,1,0,0,7.0,6.8,6.1,10.0,0.0,0.0,2024-03-26,1
CF00583,Physician,Cardiology,Enterprise,2,17,13.3,90,2,3,1,27,0,0,1,0,1,0,0,0,0.0,0.0,7.5,0.0,0.0,0.0,2024-02-25,1
CF00584,Physician,Emergency,Starter,7,6,13.2,61,3,7,1,18,1,0,0,1,0,0,1,0,6.6,0.0,0.0,6.6,5.8,0.0,2023-11-27,1
CF00585,Registered Nurse,Emergency,Starter,19,16,6.8,41,7,4,1,53,1,1,1,1,0,1,1,1,3.9,2.5,9.0,10.0,3.8,0.0,2023-07-30,1
CF00586,Registered Nurse,Pediatrics,Professional,22,24,13.5,26,3,1,1,33,1,1,0,0,0,1,0,0,10.0,9.7,0.0,0.0,0.0,0.0,2024-01-26,1
CF00587,Registered Nurse,Pediatrics,Starter,4,18,5.6,20,4,1,0,42,1,1,1,0,0,1,0,0,10.0,5.6,10.0,0.0,0.0,0.0,2023-03-02,1
CF00588,Care Coordinator,Pediatrics,Professional,8,8,19.7,41,4,19,2,-10,1,1,0,1,0,0,0,1,9.0,5.9,0.0,6.1,0.0,8.2,2023-04-01,0
CF00589,Care Coordinator,Primary Care,Professional,1,21,8.2,51,5,1,0,13,1,1,1,1,1,0,0,0,7.4,6.8,8.4,4.3,0.0,0.0,2023-01-31,1
CF00590,Care Coordinator,Emergency,Starter,22,12,17.9,29,5,1,0,67,1,0,1,0,1,1,1,0,8.3,0.0,7.1,0.0,3.4,0.0,2023-05-31,1
CF00591,Nurse Practitioner,Oncology,Professional,33,14,13.4,15,4,5,0,62,1,0,0,1,1,1,0,0,10.0,0.0,0.0,3.9,0.0,0.0,2024-03-26,1
CF00592,Registered Nurse,Primary Care,Professional,7,11,14.0,29,5,1,0,37,1,1,1,1,0,0,0,1,6.2,1.8,7.3,5.6,0.0,7.8,2023-12-27,1
CF00593,Care Coordinator,Primary Care,Starter,22,11,20.8,45,4,1,1,38,1,1,0,1,1,0,0,0,8.9,4.6,0.0,5.3,0.0,0.0,2024-01-26,0
CF00594,Physician,Cardiology,Starter,1,18,14.5,52,3,1,1,44,0,1,1,0,1,0,0,0,0.0,7.1,7.3,0.0,0.0,0.0,2023-03-02,0
CF00595,Nurse Practitioner,Pediatrics,Professional,34,17,4.6,16,7,4,0,49,1,1,1,1,1,0,1,1,2.0,7.9,5.6,8.2,3.1,5.0,2024-04-25,1
CF00596,Physician,Emergency,Starter,4,9,16.8,27,5,4,1,39,1,1,1,1,0,0,1,0,6.2,6.6,5.8,7.9,6.0,0.0,2023-09-28,1
CF00597,Care Coordinator,Emergency,Enterprise,12,14,1.0,20,8,6,2,58,1,1,1,1,1,1,1,1,9.1,4.6,4.6,3.9,10.0,9.8,2023-12-27,1
CF00598,Care Coordinator,Pediatrics,Professional,19,12,17.4,33,5,6,1,54,1,1,0,1,1,1,0,0,8.3,7.5,0.0,8.4,0.0,0.0,2023-08-29,1
CF00599,Nurse Practitioner,Primary Care,Starter,2,14,11.4,107,7,5,1,73,1,1,1,1,1,1,1,0,6.8,5.6,6.1,10.0,2.1,0.0,2024-01-26,1
CF00600,Registered Nurse,Oncology,Enterprise,12,27,9.5,56,5,6,1,47,1,1,1,1,0,0,1,0,4.6,6.8,7.3,6.2,10.0,0.0,2024-02-25,1
CF00601,Care Coordinator,Emergency,Professional,4,9,16.3,37,4,5,1,-1,1,1,0,0,1,1,0,0,8.1,9.5,0.0,0.0,0.0,0.0,2023-03-02,0
CF00602,Physician,Emergency,Starter,1,11,12.0,22,5,11,1,52,1,1,1,1,1,0,0,0,7.6,5.8,7.8,7.6,0.0,0.0,2023-09-28,1
CF00603,Physician,Emergency,Professional,12,12,27.7,20,3,1,1,87,1,0,1,1,0,0,0,0,8.8,0.0,4.2,8.1,0.0,0.0,2023-07-30,1
CF00604,Physician,Primary Care,Professional,13,11,13.2,6,4,4,2,91,1,1,0,1,0,1,0,0,10.0,10.0,0.0,6.7,0.0,0.0,2023-01-31,0
CF00605,Physician,Primary Care,Enterprise,5,19,29.3,54,7,26,2,61,1,1,1,1,1,0,1,1,7.8,9.3,2.4,7.8,5.8,5.7,2024-05-25,1
CF00606,Physician,Oncology,Starter,6,14,22.0,29,4,2,0,52,1,0,1,1,1,0,0,0,9.9,0.0,8.8,4.0,0.0,0.0,2023-07-30,0
CF00607,Nurse Practitioner,Oncology,Professional,4,7,12.2,75,3,3,0,100,1,0,0,0,1,1,0,0,8.7,0.0,0.0,0.0,0.0,0.0,2024-04-25,0
CF00608,Registered Nurse,Cardiology,Enterprise,1,12,13.0,21,3,12,0,22,1,0,0,1,0,0,1,0,10.0,0.0,0.0,5.3,9.2,0.0,2023-08-29,1
CF00609,Physician,Emergency,Professional,11,20,23.7,53,3,5,0,59,1,1,0,0,1,0,0,0,8.7,9.1,0.0,0.0,0.0,0.0,2023-07-30,0
